Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Return,Short_MA,Long_MA
,,,,,,,NOK,NOK,NOK,NOK,NOK,,,
2022-08-04,2022,8,4,Thursday,31,2022-31,4.72,4.76,4.71,4.74,22341600,0.0019157694903217948,4.567142857142858,4.3746
2022-08-05,2022,8,5,Friday,31,2022-31,4.66,4.76,4.65,4.76,30402400,0.00573611764689308,4.612857142857143,4.3814
2022-08-08,2022,8,8,Monday,32,2022-32,4.73,4.78,4.69,4.71,26467600,-0.01140670441572711,4.647857142857142,4.3866
2022-08-09,2022,8,9,Tuesday,32,2022-32,4.69,4.7,4.59,4.6,25100300,-0.023077042252622637,4.673571428571429,4.3868
2022-08-10,2022,8,10,Wednesday,32,2022-32,4.71,4.73,4.67,4.72,17977300,0.025590530981128845,4.680714285714286,4.388400000000001
2022-08-11,2022,8,11,Thursday,32,2022-32,4.72,4.75,4.7,4.72,21254200,0.0,4.689285714285714,4.3924
2022-08-12,2022,8,12,Friday,32,2022-32,4.68,4.72,4.67,4.72,16518900,0.0,4.695714285714286,4.397200000000001
2022-08-15,2022,8,15,Monday,33,2022-33,4.62,4.65,4.58,4.63,22269500,-0.019193656609280296,4.700714285714286,4.398
2022-08-16,2022,8,16,Tuesday,33,2022-33,4.62,4.69,4.61,4.68,21870800,0.01174163982116938,4.700714285714286,4.4006
2022-08-17,2022,8,17,Wednesday,33,2022-33,4.64,4.65,4.55,4.58,25897200,-0.021276756101075933,4.691428571428571,4.402
2022-08-18,2022,8,18,Thursday,33,2022-33,4.59,4.65,4.56,4.65,15329500,0.013833909421031798,4.688571428571429,4.4036
2022-08-19,2022,8,19,Friday,33,2022-33,4.57,4.6,4.53,4.56,27616300,-0.017543697582582563,4.675714285714285,4.4044
2022-08-22,2022,8,22,Monday,34,2022-34,4.48,4.49,4.45,4.48,27471700,-0.017857392850941567,4.662857142857143,4.4066
2022-08-23,2022,8,23,Tuesday,34,2022-34,4.45,4.54,4.45,4.47,35087100,-0.0020197344017881536,4.644285714285714,4.4112
2022-08-24,2022,8,24,Wednesday,34,2022-34,4.45,4.52,4.44,4.48,25349200,0.002023821984673546,4.6257142857142854,4.4184
2022-08-25,2022,8,25,Thursday,34,2022-34,4.51,4.59,4.5,4.59,26456700,0.02424266342408532,4.613571428571428,4.426
2022-08-26,2022,8,26,Friday,34,2022-34,4.55,4.58,4.41,4.41,44135600,-0.03944804250652223,4.592142857142856,4.4284
2022-08-29,2022,8,29,Monday,35,2022-35,4.36,4.4,4.35,4.36,32945500,-0.012320180901130073,4.575,4.433
2022-08-30,2022,8,30,Tuesday,35,2022-35,4.4,4.42,4.34,4.36,25572400,0.0020793964922514174,4.549285714285714,4.4374
2022-08-31,2022,8,31,Wednesday,35,2022-35,4.56,4.61,4.56,4.57,39526900,0.047717590519493536,4.538571428571428,4.4437999999999995
2022-09-01,2022,9,1,Thursday,35,2022-35,4.53,4.55,4.45,4.51,29130100,-0.013861511260386039,4.523571428571429,4.4496
2022-09-02,2022,9,2,Friday,35,2022-35,4.57,4.6,4.46,4.46,34458000,-0.010040056182697765,4.511428571428572,4.4546
2022-09-06,2022,9,6,Tuesday,36,2022-36,4.5,4.51,4.42,4.46,30641000,-0.002028461692919592,4.495714285714286,4.457
2022-09-07,2022,9,7,Wednesday,36,2022-36,4.47,4.54,4.45,4.53,21416600,0.01625992854274627,4.492142857142857,4.4606
2022-09-08,2022,9,8,Thursday,36,2022-36,4.46,4.54,4.44,4.53,23650700,0.0,4.4835714285714285,4.4656
2022-09-09,2022,9,9,Friday,36,2022-36,4.57,4.62,4.56,4.59,17638500,0.014000341417802264,4.485714285714286,4.4724
2022-09-12,2022,9,12,Monday,37,2022-37,4.65,4.7,4.63,4.65,21401800,0.011834173881254184,4.497857142857143,4.4822
2022-09-13,2022,9,13,Tuesday,37,2022-37,4.59,4.61,4.49,4.49,23910300,-0.0331383235274163,4.4992857142857146,4.488
2022-09-14,2022,9,14,Wednesday,37,2022-37,4.47,4.51,4.43,4.47,24689800,-0.004031960987433414,4.498571428571428,4.4954
2022-09-15,2022,9,15,Thursday,37,2022-37,4.45,4.47,4.4,4.41,22873500,-0.014170591128268795,4.485714285714286,4.5014
2022-09-16,2022,9,16,Friday,37,2022-37,4.28,4.32,4.16,4.19,58161100,-0.0492811560926385,4.47,4.5016
2022-09-19,2022,9,19,Monday,38,2022-38,4.12,4.25,4.12,4.24,25387800,0.010799251269501653,4.461428571428572,4.5026
2022-09-20,2022,9,20,Tuesday,38,2022-38,4.15,4.19,4.13,4.16,13963600,-0.019230814668133034,4.4471428571428575,4.5026
2022-09-21,2022,9,21,Wednesday,38,2022-38,4.12,4.19,4.08,4.08,19343200,-0.01960777565626548,4.412142857142857,4.5018
2022-09-22,2022,9,22,Thursday,38,2022-38,4.07,4.08,4.0,4.02,23289000,-0.013333403540549904,4.377142857142857,4.499199999999999
2022-09-23,2022,9,23,Friday,38,2022-38,3.88,3.91,3.82,3.86,32212500,-0.04054051970658601,4.3342857142857145,4.496
2022-09-26,2022,9,26,Monday,39,2022-39,3.84,3.89,3.8,3.84,23056400,-0.004694984237984645,4.29,4.4896
2022-09-27,2022,9,27,Tuesday,39,2022-39,3.88,3.91,3.79,3.82,24358700,-0.004716944813142776,4.239285714285715,4.4836
2022-09-28,2022,9,28,Wednesday,39,2022-39,3.86,3.96,3.84,3.95,22930100,0.03317553551779717,4.197857142857143,4.4782
2022-09-29,2022,9,29,Thursday,39,2022-39,3.88,3.88,3.81,3.88,19736200,-0.01834853909311074,4.147142857142858,4.471
2022-09-30,2022,9,30,Friday,39,2022-39,3.86,3.93,3.86,3.87,16814300,-0.002336706724144766,4.091428571428571,4.4559999999999995
2022-10-03,2022,10,3,Monday,40,2022-40,3.95,4.03,3.92,3.98,22992300,0.028103258636830164,4.055000000000001,4.4436
2022-10-04,2022,10,4,Tuesday,40,2022-40,4.11,4.18,4.1,4.17,21365700,0.0501136769128816,4.033571428571428,4.4344
2022-10-05,2022,10,5,Wednesday,40,2022-40,4.11,4.17,4.08,4.13,17768000,-0.010845988719175748,4.013571428571429,4.4258
2022-10-06,2022,10,6,Thursday,40,2022-40,4.08,4.12,4.06,4.08,18371200,-0.010964914053304575,4.005714285714285,4.4138
2022-10-07,2022,10,7,Friday,40,2022-40,4.02,4.03,3.98,4.0,19125100,-0.01995547055966529,3.9885714285714284,4.3996
2022-10-10,2022,10,10,Monday,41,2022-41,3.99,4.0,3.91,3.94,15831700,-0.015837365780820734,3.972857142857143,4.3846
2022-10-11,2022,10,11,Tuesday,41,2022-41,3.95,3.98,3.88,3.9,21482800,-0.009195150326397061,3.96,4.3678
2022-10-12,2022,10,12,Wednesday,41,2022-41,3.96,3.99,3.94,3.94,19241100,0.009280485788322634,3.954285714285714,4.353400000000001
2022-10-13,2022,10,13,Thursday,41,2022-41,3.95,4.11,3.91,4.09,38366500,0.039080856581510615,3.970714285714286,4.3406
2022-10-14,2022,10,14,Friday,41,2022-41,4.12,4.14,4.01,4.03,29990100,-0.015486979786149213,3.9842857142857144,4.3264000000000005
2022-10-17,2022,10,17,Monday,42,2022-42,4.17,4.22,4.13,4.15,39444600,0.02921346293744831,4.007857142857143,4.3142
2022-10-18,2022,10,18,Tuesday,42,2022-42,4.27,4.28,4.18,4.21,46038800,0.01528386789697933,4.026428571428572,4.3042
2022-10-19,2022,10,19,Wednesday,42,2022-42,4.17,4.2,4.1,4.13,34254500,-0.019354886196353727,4.0442857142857145,4.2947999999999995
2022-10-20,2022,10,20,Thursday,42,2022-42,3.83,3.92,3.69,3.77,62443200,-0.08771942789885123,4.037142857142857,4.2758
2022-10-21,2022,10,21,Friday,42,2022-42,3.75,3.85,3.74,3.85,36983900,0.02163473587480169,4.027857142857143,4.2584
2022-10-24,2022,10,24,Monday,43,2022-43,3.89,3.95,3.86,3.9,38255600,0.01418437958934593,4.008571428571428,4.242
2022-10-25,2022,10,25,Tuesday,43,2022-43,3.95,4.06,3.93,4.01,31484900,0.027972299206537432,4.0,4.2296
2022-10-26,2022,10,26,Wednesday,43,2022-43,4.01,4.09,4.01,4.03,30466100,0.004534982204583038,3.9964285714285714,4.2166
2022-10-27,2022,10,27,Thursday,43,2022-43,4.06,4.08,3.97,3.97,25420500,-0.015801195509080324,3.994285714285714,4.2044
2022-10-28,2022,10,28,Friday,43,2022-43,4.0,4.05,3.97,4.04,20281800,0.01834843638382133,4.001428571428571,4.192200000000001
2022-10-31,2022,10,31,Monday,44,2022-44,3.99,4.04,3.98,4.0,20751600,-0.009008800586493337,4.008571428571429,4.181
2022-11-01,2022,11,1,Tuesday,44,2022-44,4.04,4.07,3.99,4.02,26239700,0.004545527093190005,4.014285714285714,4.1718
2022-11-02,2022,11,2,Wednesday,44,2022-44,4.0,4.08,3.94,3.95,22668100,-0.018099716512749886,4.0042857142857144,4.1614
2022-11-03,2022,11,3,Thursday,44,2022-44,3.89,3.9,3.84,3.84,25378600,-0.02764997214184639,3.9907142857142857,4.1486
2022-11-04,2022,11,4,Friday,44,2022-44,3.95,4.0,3.91,3.98,27027400,0.03554504311956075,3.9785714285714286,4.1364
2022-11-07,2022,11,7,Monday,45,2022-45,3.99,4.03,3.97,4.01,16964900,0.00915358674482647,3.9642857142857144,4.1284
2022-11-08,2022,11,8,Tuesday,45,2022-45,4.09,4.11,4.02,4.06,30153200,0.011337752606803697,3.959285714285714,4.1224
2022-11-09,2022,11,9,Wednesday,45,2022-45,4.04,4.08,3.99,3.99,20954100,-0.017937332230971492,3.975,4.115
2022-11-10,2022,11,10,Thursday,45,2022-45,4.15,4.23,4.11,4.22,27145400,0.05936079561005925,4.001428571428571,4.1080000000000005
2022-11-11,2022,11,11,Friday,45,2022-45,4.24,4.35,4.22,4.32,24509000,0.02370688413723876,4.031428571428571,4.1042000000000005
2022-11-14,2022,11,14,Monday,46,2022-46,4.31,4.36,4.29,4.31,19614000,-0.002105462684334203,4.052857142857143,4.1012
2022-11-15,2022,11,15,Tuesday,46,2022-46,4.38,4.43,4.32,4.37,36392600,0.012658434981855704,4.077142857142857,4.0994
2022-11-16,2022,11,16,Wednesday,46,2022-46,4.36,4.37,4.28,4.29,21253000,-0.018750139207762584,4.1,4.0946
2022-11-17,2022,11,17,Thursday,46,2022-46,4.22,4.31,4.22,4.3,29736200,0.004246576257004309,4.118571428571429,4.09
2022-11-18,2022,11,18,Friday,46,2022-46,4.37,4.4,4.35,4.36,19713400,0.012684749327038558,4.144285714285714,4.0854
2022-11-21,2022,11,21,Monday,47,2022-47,4.29,4.33,4.28,4.29,18587100,-0.016701513913187194,4.163571428571428,4.078200000000001
2022-11-22,2022,11,22,Tuesday,47,2022-47,4.3,4.35,4.3,4.35,12850000,0.014862293651888736,4.192142857142857,4.0754
2022-11-23,2022,11,23,Wednesday,47,2022-47,4.36,4.4,4.35,4.36,14094600,0.002091809598949057,4.229285714285714,4.0732
2022-11-25,2022,11,25,Friday,47,2022-47,4.38,4.41,4.37,4.39,8939500,0.006263423301593241,4.258571428571428,4.0728
2022-11-28,2022,11,28,Monday,48,2022-48,4.36,4.37,4.27,4.28,15059300,-0.024896552046577147,4.277857142857143,4.0746
2022-11-29,2022,11,29,Tuesday,48,2022-48,4.28,4.31,4.26,4.31,18886600,0.008510441383739797,4.295714285714285,4.0760000000000005
2022-11-30,2022,11,30,Wednesday,48,2022-48,4.33,4.49,4.3,4.49,28737400,0.040084767697611934,4.331428571428572,4.0826
2022-12-01,2022,12,1,Thursday,48,2022-48,4.55,4.57,4.52,4.55,21165600,0.014198531757476207,4.3549999999999995,4.092
2022-12-02,2022,12,2,Friday,48,2022-48,4.55,4.62,4.55,4.59,17839200,0.010000214871294766,4.3742857142857146,4.103400000000001
2022-12-05,2022,12,5,Monday,49,2022-49,4.54,4.57,4.49,4.49,17868800,-0.021781956688888493,4.387142857142857,4.116
2022-12-06,2022,12,6,Tuesday,49,2022-49,4.49,4.49,4.4,4.43,12124100,-0.014170529694533696,4.3914285714285715,4.1278
2022-12-07,2022,12,7,Wednesday,49,2022-49,4.39,4.43,4.36,4.39,12609100,-0.01026651596511996,4.398571428571429,4.1392
2022-12-08,2022,12,8,Thursday,49,2022-49,4.36,4.47,4.35,4.46,16289200,0.016597230203268643,4.409999999999999,4.1494
2022-12-09,2022,12,9,Friday,49,2022-49,4.49,4.51,4.44,4.45,12798300,-0.0020409027631013155,4.416428571428571,4.1608
2022-12-12,2022,12,12,Monday,50,2022-50,4.44,4.5,4.4,4.49,16219900,0.00818019908898604,4.430714285714286,4.1732
2022-12-13,2022,12,13,Tuesday,50,2022-50,4.64,4.65,4.51,4.54,29738000,0.012170261195112664,4.444285714285714,4.1844
2022-12-14,2022,12,14,Wednesday,50,2022-50,4.51,4.59,4.5,4.54,18442200,0.0,4.457142857142857,4.1918
2022-12-15,2022,12,15,Thursday,50,2022-50,4.49,4.49,4.36,4.36,20198600,-0.04008028134178232,4.455,4.196400000000001
2022-12-16,2022,12,16,Friday,50,2022-50,4.23,4.26,4.18,4.21,24790700,-0.03340280900535997,4.45,4.199
2022-12-19,2022,12,19,Monday,51,2022-51,4.23,4.25,4.17,4.19,15722400,-0.006479529558354291,4.441428571428571,4.2028
2022-12-20,2022,12,20,Tuesday,51,2022-51,4.17,4.2,4.17,4.17,12170400,-0.004347782496489816,4.418571428571428,4.2074
2022-12-21,2022,12,21,Wednesday,51,2022-51,4.19,4.22,4.17,4.22,11778600,0.013100419192359603,4.3950000000000005,4.2138
2022-12-22,2022,12,22,Thursday,51,2022-51,4.19,4.21,4.14,4.19,13842700,-0.006465565195371448,4.366428571428572,4.2188
2022-12-23,2022,12,23,Friday,51,2022-51,4.19,4.22,4.18,4.22,14380800,0.006507640771044709,4.347142857142857,4.2214
2022-12-27,2022,12,27,Tuesday,52,2022-52,4.2,4.24,4.19,4.2,10887300,-0.004310301498598346,4.3307142857142855,4.224799999999999
2022-12-28,2022,12,28,Wednesday,52,2022-52,4.19,4.21,4.15,4.15,13125000,-0.012987108745029063,4.313571428571429,4.2248
2022-12-29,2022,12,29,Thursday,52,2022-52,4.19,4.27,4.19,4.26,9429600,0.02631587113377365,4.299285714285714,4.2258
2022-12-30,2022,12,30,Friday,52,2022-52,4.21,4.23,4.19,4.22,11284100,-0.008547034389033481,4.282857142857143,4.2276
2023-01-03,2023,1,3,Tuesday,01,2023-01,4.26,4.31,4.24,4.27,16376000,0.010775866693969904,4.267142857142857,4.2376
2023-01-04,2023,1,4,Wednesday,01,2023-01,4.36,4.37,4.29,4.3,16084400,0.008528922361731306,4.25,4.2466
2023-01-05,2023,1,5,Thursday,01,2023-01,4.29,4.31,4.26,4.27,15254700,-0.008456795013630947,4.230714285714286,4.254
2023-01-06,2023,1,6,Friday,01,2023-01,4.29,4.39,4.24,4.39,15914000,0.029850781292689366,4.232857142857143,4.2616000000000005
2023-01-09,2023,1,9,Monday,02,2023-02,4.44,4.49,4.4,4.4,15697100,0.002070480986990697,4.246428571428572,4.269
2023-01-10,2023,1,10,Tuesday,02,2023-02,4.42,4.45,4.39,4.43,16100000,0.006198067458137224,4.263571428571429,4.2782
2023-01-11,2023,1,11,Wednesday,02,2023-02,4.49,4.5,4.46,4.49,13610300,0.014374220005964,4.286428571428571,4.2871999999999995
2023-01-12,2023,1,12,Thursday,02,2023-02,4.51,4.57,4.48,4.57,21659200,0.016194057528703176,4.311428571428571,4.2985999999999995
2023-01-13,2023,1,13,Friday,02,2023-02,4.55,4.59,4.54,4.58,11615200,0.001992220495369068,4.339285714285714,4.3098
2023-01-17,2023,1,17,Tuesday,03,2023-03,4.46,4.47,4.37,4.39,20603300,-0.04174948910390486,4.351428571428571,4.3186
2023-01-18,2023,1,18,Wednesday,03,2023-03,4.44,4.45,4.34,4.35,21832800,-0.008298886925355187,4.3621428571428575,4.3288
2023-01-19,2023,1,19,Thursday,03,2023-03,4.31,4.32,4.26,4.26,24123700,-0.020920617695071142,4.369999999999999,4.3344
2023-01-20,2023,1,20,Friday,03,2023-03,4.18,4.2,4.1,4.19,34214500,-0.014957338176335488,4.365,4.338
2023-01-23,2023,1,23,Monday,04,2023-04,4.2,4.25,4.19,4.21,34445300,0.004338465074861686,4.364285714285715,4.341
2023-01-24,2023,1,24,Tuesday,04,2023-04,4.16,4.19,4.11,4.14,37969500,-0.017278443645162067,4.3549999999999995,4.343999999999999
2023-01-25,2023,1,25,Wednesday,04,2023-04,4.18,4.23,4.14,4.21,29042000,0.01758223734223585,4.348571428571428,4.3438
2023-01-26,2023,1,26,Thursday,04,2023-04,4.35,4.42,4.3,4.38,27243000,0.038876950967288604,4.356428571428571,4.345
2023-01-27,2023,1,27,Friday,04,2023-04,4.34,4.36,4.3,4.3,18603400,-0.016631957057563596,4.35,4.3448
2023-01-30,2023,1,30,Monday,05,2023-05,4.34,4.39,4.33,4.33,17922700,0.006796814104186977,4.345000000000001,4.343999999999999
2023-01-31,2023,1,31,Tuesday,05,2023-05,4.28,4.35,4.27,4.35,16825000,0.004219440858331147,4.339285714285714,4.3452
2023-02-01,2023,2,1,Wednesday,05,2023-05,4.33,4.47,4.31,4.44,21421800,0.021008559915573377,4.335714285714286,4.348
2023-02-02,2023,2,2,Thursday,05,2023-05,4.47,4.52,4.44,4.5,24020600,0.012345554453006669,4.3307142857142855,4.3508
2023-02-03,2023,2,3,Friday,05,2023-05,4.42,4.44,4.36,4.38,25556300,-0.026422801292985354,4.316428571428571,4.352600000000001
2023-02-06,2023,2,6,Monday,06,2023-06,4.31,4.31,4.25,4.27,14072000,-0.025052052245327916,4.307857142857143,4.351
2023-02-07,2023,2,7,Tuesday,06,2023-06,4.23,4.32,4.23,4.3,14989100,0.006423750619655388,4.304285714285714,4.3498
2023-02-08,2023,2,8,Wednesday,06,2023-06,4.31,4.31,4.26,4.28,12058000,-0.004255240277347583,4.305714285714286,4.3476
2023-02-09,2023,2,9,Thursday,06,2023-06,4.31,4.31,4.25,4.27,17858700,-0.0021366009019222476,4.311428571428571,4.3473999999999995
2023-02-10,2023,2,10,Friday,06,2023-06,4.23,4.28,4.22,4.26,13374400,-0.002141399139776623,4.3149999999999995,4.3464
2023-02-13,2023,2,13,Monday,07,2023-07,4.23,4.29,4.23,4.28,9235400,0.004291765262156355,4.325,4.3422
2023-02-14,2023,2,14,Tuesday,07,2023-07,4.27,4.32,4.25,4.27,14331600,-0.0021366009019222476,4.329285714285715,4.3366
2023-02-15,2023,2,15,Wednesday,07,2023-07,4.27,4.33,4.26,4.32,13299900,0.012847948038985146,4.325,4.3312
2023-02-16,2023,2,16,Thursday,07,2023-07,4.31,4.36,4.31,4.32,12438500,0.0,4.326428571428571,4.3278
2023-02-17,2023,2,17,Friday,07,2023-07,4.31,4.37,4.31,4.36,14197500,0.008456390790045454,4.328571428571428,4.3264
2023-02-21,2023,2,21,Tuesday,08,2023-08,4.32,4.34,4.26,4.27,11667600,-0.02096408249153925,4.322857142857143,4.324
2023-02-22,2023,2,22,Wednesday,08,2023-08,4.28,4.29,4.22,4.25,12835600,-0.004282686579634598,4.309285714285714,4.3198
2023-02-23,2023,2,23,Thursday,08,2023-08,4.29,4.31,4.22,4.25,15513300,0.0,4.291428571428571,4.315799999999999
2023-02-24,2023,2,24,Friday,08,2023-08,4.2,4.22,4.16,4.19,14452900,-0.015053930143275607,4.277857142857143,4.3098
2023-02-27,2023,2,27,Monday,09,2023-09,4.28,4.31,4.24,4.27,18983400,0.01965085968453617,4.277857142857143,4.3044
2023-02-28,2023,2,28,Tuesday,09,2023-09,4.23,4.27,4.2,4.2,17313000,-0.014989458878680306,4.270714285714286,4.2976
2023-03-01,2023,3,1,Wednesday,09,2023-09,4.26,4.27,4.2,4.2,12521500,0.0,4.265,4.2943999999999996
2023-03-02,2023,3,2,Thursday,09,2023-09,4.2,4.3,4.2,4.28,18506300,0.017391321111262847,4.265714285714286,4.2958
2023-03-03,2023,3,3,Friday,09,2023-09,4.4,4.43,4.37,4.41,18684000,0.02991464185212056,4.276428571428571,4.3002
2023-03-06,2023,3,6,Monday,10,2023-10,4.42,4.43,4.38,4.38,12610600,-0.00622416630619127,4.283571428571428,4.3044
2023-03-07,2023,3,7,Tuesday,10,2023-10,4.42,4.43,4.31,4.33,15330000,-0.010438436778424709,4.287857142857143,4.3065999999999995
2023-03-08,2023,3,8,Wednesday,10,2023-10,4.31,4.35,4.3,4.35,12224900,0.004219440858331147,4.29,4.3098
2023-03-09,2023,3,9,Thursday,10,2023-10,4.35,4.42,4.33,4.33,14506800,-0.004201711983114698,4.2907142857142855,4.312
2023-03-10,2023,3,10,Friday,10,2023-10,4.36,4.37,4.27,4.29,17299600,-0.010548437070287742,4.285714285714286,4.3138
2023-03-13,2023,3,13,Monday,11,2023-11,4.22,4.31,4.2,4.26,26853200,-0.006396580185872414,4.285,4.316
2023-03-14,2023,3,14,Tuesday,11,2023-11,4.3,4.31,4.24,4.28,16037300,0.004291765262156355,4.2871428571428565,4.316400000000001
2023-03-15,2023,3,15,Wednesday,11,2023-11,4.05,4.12,4.04,4.1,27691900,-0.04059831512929446,4.276428571428571,4.314
2023-03-16,2023,3,16,Thursday,11,2023-11,4.06,4.19,4.05,4.18,19692500,0.01781738927376031,4.275714285714286,4.312200000000001
2023-03-17,2023,3,17,Friday,11,2023-11,4.12,4.14,4.08,4.13,16919500,-0.010940715475993068,4.265714285714286,4.3088
2023-03-20,2023,3,20,Monday,12,2023-12,4.2,4.21,4.15,4.18,14783000,0.011061738813016087,4.264285714285714,4.3069999999999995
2023-03-21,2023,3,21,Tuesday,12,2023-12,4.26,4.28,4.24,4.25,14708800,0.017505601338134502,4.267857142857143,4.3042
2023-03-22,2023,3,22,Wednesday,12,2023-12,4.25,4.31,4.19,4.2,16598600,-0.012903208436590652,4.262142857142857,4.3002
2023-03-23,2023,3,23,Thursday,12,2023-12,4.26,4.3,4.17,4.2,18048900,0.002178494737302694,4.247142857142857,4.2956
2023-03-24,2023,3,24,Friday,12,2023-12,4.23,4.25,4.17,4.23,20998600,0.006521617842039529,4.236428571428571,4.2904
2023-03-27,2023,3,27,Monday,13,2023-13,4.31,4.33,4.26,4.27,10818200,0.008639599886163252,4.232142857142857,4.2844
2023-03-28,2023,3,28,Tuesday,13,2023-13,4.25,4.28,4.23,4.28,10049100,0.002141175739939438,4.227142857142857,4.2783999999999995
2023-03-29,2023,3,29,Wednesday,13,2023-13,4.34,4.35,4.31,4.33,10588000,0.012820497101617034,4.227142857142857,4.277200000000001
2023-03-30,2023,3,30,Thursday,13,2023-13,4.4,4.44,4.39,4.42,17342300,0.021096874140575483,4.236428571428571,4.2786
2023-03-31,2023,3,31,Friday,13,2023-13,4.44,4.49,4.43,4.49,9965500,0.014462974477097434,4.252857142857143,4.2832
2023-04-03,2023,4,3,Monday,14,2023-14,4.47,4.49,4.43,4.46,12284100,-0.006109866036592249,4.265714285714286,4.2886
2023-04-04,2023,4,4,Tuesday,14,2023-14,4.48,4.51,4.44,4.49,18041300,0.0061474259858356195,4.293571428571428,4.2942
2023-04-05,2023,4,5,Wednesday,14,2023-14,4.49,4.51,4.45,4.48,11415100,-0.002036515772134151,4.315,4.301
2023-04-06,2023,4,6,Thursday,14,2023-14,4.46,4.48,4.44,4.45,10051600,-0.0061226536374819895,4.3378571428571435,4.3058
2023-04-10,2023,4,10,Monday,15,2023-15,4.42,4.43,4.38,4.41,12969200,-0.0102667502002739,4.354285714285714,4.3064
2023-04-11,2023,4,11,Tuesday,15,2023-15,4.5,4.5,4.46,4.47,11568700,0.014522549670117568,4.37,4.309799999999999
2023-04-12,2023,4,12,Wednesday,15,2023-15,4.5,4.52,4.45,4.45,15689800,-0.004089904070734618,4.387857142857143,4.312200000000001
2023-04-13,2023,4,13,Thursday,15,2023-15,4.48,4.52,4.48,4.52,18075800,0.01437398584377414,4.410714285714286,4.3156
2023-04-14,2023,4,14,Friday,15,2023-15,4.52,4.54,4.46,4.48,16169300,-0.008097224988220852,4.428571428571429,4.316400000000001
2023-04-17,2023,4,17,Monday,16,2023-16,4.44,4.45,4.4,4.43,16201200,-0.010204103358543715,4.44,4.315
2023-04-18,2023,4,18,Tuesday,16,2023-16,4.41,4.42,4.2,4.26,29728400,-0.03917527746873828,4.438571428571429,4.3126
2023-04-19,2023,4,19,Wednesday,16,2023-16,4.27,4.27,4.16,4.22,32830000,-0.008583530524312932,4.430714285714286,4.3116
2023-04-20,2023,4,20,Thursday,16,2023-16,3.91,3.93,3.78,3.84,58372900,-0.09090918328900344,4.389285714285714,4.3024000000000004
2023-04-21,2023,4,21,Friday,16,2023-16,3.82,3.87,3.8,3.86,29377600,0.00476162915691658,4.344285714285714,4.294
2023-04-24,2023,4,24,Monday,17,2023-17,3.89,3.92,3.85,3.87,23337700,0.0031050485918255877,4.302142857142857,4.2860000000000005
2023-04-25,2023,4,25,Tuesday,17,2023-17,3.81,3.81,3.77,3.78,23686800,-0.023809647037976167,4.251428571428572,4.2764
2023-04-26,2023,4,26,Wednesday,17,2023-17,3.86,3.88,3.81,3.82,22915100,0.012195344400229624,4.204285714285715,4.2672
2023-04-27,2023,4,27,Thursday,17,2023-17,3.81,3.85,3.79,3.85,16370000,0.007228746623781923,4.161428571428571,4.2588
2023-04-28,2023,4,28,Friday,17,2023-17,3.82,3.88,3.82,3.86,14428900,0.0023924127752761315,4.122142857142857,4.2496
2023-05-01,2023,5,1,Monday,18,2023-18,3.86,3.89,3.82,3.83,14836700,-0.0071598613459326055,4.076428571428571,4.2398
2023-05-02,2023,5,2,Tuesday,18,2023-18,3.81,3.82,3.75,3.78,17904000,-0.014423238122087678,4.0285714285714285,4.2282
2023-05-03,2023,5,3,Wednesday,18,2023-18,3.75,3.79,3.73,3.74,13094900,-0.009756124039335234,3.9728571428571433,4.2176
2023-05-04,2023,5,4,Thursday,18,2023-18,3.7,3.72,3.69,3.7,16030600,-0.009852116273711298,3.917142857142857,4.2066
2023-05-05,2023,5,5,Friday,18,2023-18,3.73,3.81,3.72,3.79,13398000,0.022388118790211076,3.871428571428571,4.1974
2023-05-08,2023,5,8,Monday,19,2023-19,3.81,3.81,3.78,3.8,10998000,0.002432970378470678,3.8385714285714285,4.1895999999999995
2023-05-09,2023,5,9,Tuesday,19,2023-19,3.76,3.77,3.74,3.75,12912500,-0.012135955107486884,3.805,4.1792
2023-05-10,2023,5,10,Wednesday,19,2023-19,3.78,3.79,3.73,3.76,18982300,0.00245713633905309,3.799285714285714,4.1704
2023-05-11,2023,5,11,Thursday,19,2023-19,3.73,3.73,3.68,3.69,14824800,-0.019607830700703932,3.787142857142857,4.1602
2023-05-12,2023,5,12,Friday,19,2023-19,3.71,3.74,3.69,3.71,14260500,0.007500084103418736,3.775714285714286,4.1488000000000005
2023-05-15,2023,5,15,Monday,20,2023-20,3.72,3.78,3.71,3.74,14641900,0.0074439305237432585,3.7728571428571427,4.1354
2023-05-16,2023,5,16,Tuesday,20,2023-20,3.69,3.71,3.64,3.64,15213100,-0.027093479099867035,3.7600000000000002,4.1206
2023-05-17,2023,5,17,Wednesday,20,2023-20,3.67,3.71,3.67,3.7,13023500,0.017721499913685435,3.749285714285714,4.1080000000000005
2023-05-18,2023,5,18,Thursday,20,2023-20,3.69,3.71,3.68,3.69,9980100,-0.002487440008317021,3.737142857142857,4.0948
2023-05-19,2023,5,19,Friday,20,2023-20,3.73,3.78,3.72,3.73,17347700,0.009975022915881038,3.73,4.082800000000001
2023-05-22,2023,5,22,Monday,21,2023-21,3.74,3.76,3.72,3.76,12505100,0.007407362443391907,3.728571428571428,4.0722000000000005
2023-05-23,2023,5,23,Tuesday,21,2023-21,3.78,3.79,3.71,3.71,14052400,-0.012254806976626065,3.726428571428571,4.0612
